,0_word,0_per,1_word,1_per,2_word,2_per,3_word,3_per,4_word,4_per,5_word,5_per,6_word,6_per,7_word,7_per,8_word,8_per,9_word,9_per,10_word,10_per,11_word,11_per,12_word,12_per,13_word,13_per,14_word,14_per,15_word,15_per,16_word,16_per,17_word,17_per,18_word,18_per,19_word,19_per,20_word,20_per,21_word,21_per,22_word,22_per,23_word,23_per,24_word,24_per,25_word,25_per,26_word,26_per,27_word,27_per,28_word,28_per,29_word,29_per,30_word,30_per,31_word,31_per,32_word,32_per,33_word,33_per,34_word,34_per,35_word,35_per,36_word,36_per,37_word,37_per
46,cafeteria,0.0,toilet,0.003,void,0.003,apt,0.003,string,0.0,bok,0.0,surgery,0.002,economist,0.001,ape,0.003,dark,0.0,artist,0.003,borrow,0.0,debt,0.0,cultural,0.003,credit,0.002,actor,0.0,neighborhood,0.002,consensus,0.002,percent,0.003,birth_certificate,0.003,directly,0.002,sprain,0.0,fury,0.0,reply,0.0,anti_war,0.003,ideal,0.002,flack,0.002,purpose,0.003,seat,0.002,candle,0.003,elevator,0.0,interested,0.002,cloth,0.0,vantage,0.002,recognise,0.002,terror_alert,0.003,married,0.003,shrine,0.002
47,vanity,0.0,conclusion,0.003,vary,0.003,gay,0.003,officially,0.0,prisoner,0.0,pain,0.002,expressly,0.001,friendship,0.003,isolated,0.0,purchase,0.003,driver,0.0,info,0.0,familiar,0.003,sweater,0.002,dive,0.0,meaning,0.002,absurdly,0.002,mat,0.003,me,0.003,government,0.002,damage,0.0,nowhere,0.0,view,0.0,hill,0.003,partner,0.002,sweep,0.002,develop,0.003,passion,0.002,cent,0.003,lady,0.0,access,0.002,ye,0.0,luscious,0.002,stance,0.002,meaning,0.003,wmd,0.003,pain_killer,0.002
48,suit,0.0,jaime,0.003,eyes,0.003,mystery,0.003,reply,0.0,middle_aged,0.0,blonde,0.002,rasp,0.001,substitute,0.003,percentage,0.0,petition,0.003,reading,0.0,pain_killer,0.0,blackout,0.003,honey,0.002,trunk,0.0,soldier,0.002,paid,0.002,hideous,0.003,rejoice,0.003,release,0.002,baby,0.0,banner_ad,0.0,goal,0.0,local,0.003,drill,0.002,grocery,0.002,weigh,0.003,quick,0.002,declare,0.003,mad,0.0,megan,0.002,education,0.0,saviour,0.002,clown,0.002,definately,0.003,wtf,0.003,webcomic,0.002
49,nap,0.0,pulse,0.003,hag,0.003,ground,0.003,political,0.0,wink_wink,0.0,oil,0.002,phillip,0.001,promotion,0.003,card,0.0,modem,0.003,prize,0.0,language,0.0,character,0.003,visual,0.002,vampire,0.0,tall,0.002,knowledgable,0.002,beef,0.003,mr,0.003,device,0.002,seo,0.0,rite,0.0,duck,0.0,girlfriend,0.003,cd,0.002,bastardize,0.002,pain,0.003,river,0.002,chair,0.003,ad,0.0,lane,0.002,marriage,0.0,highlight,0.002,injure,0.002,campus,0.003,guilty,0.003,whimsical,0.002
50,mental,0.0,jpservicez_com,0.003,ski,0.003,deer,0.003,therapy,0.0,bury,0.0,nature,0.002,mediate,0.001,hint_hint,0.003,contagious,0.0,channel,0.003,skilled,0.0,graduation,0.0,emergency,0.003,egg,0.002,reading,0.0,jealous,0.002,pastoral,0.002,lap,0.003,summer,0.003,park,0.002,internet_connection,0.0,aside,0.0,drama,0.0,bitter,0.003,scared,0.002,journal,0.002,afterwards,0.003,define,0.002,drag,0.003,ant,0.0,complex,0.002,league,0.0,relativity,0.001,instructional,0.002,identical,0.003,squish,0.003,junkie,0.002
51,invite,0.0,smart_bargain_shopping_click,0.003,wide_variety,0.003,password,0.002,highway,0.0,sermon,0.0,fish,0.002,pivotal,0.001,jingle,0.003,barn,0.0,skirt,0.002,political,0.0,hawk,0.0,press,0.003,attachment,0.002,lane,0.0,shot,0.002,swollen,0.002,pier,0.003,sprain_ankle,0.002,workout,0.002,ex_bf,0.0,background,0.0,sick,0.0,mother,0.003,haf,0.002,hazardous,0.002,cow,0.003,restaurant,0.002,desert,0.003,shift,0.0,video,0.002,mentality,0.0,tome,0.001,forfeit,0.002,war,0.003,rip,0.003,grapefruit,0.002
52,health,0.0,politician,0.003,int,0.003,pig,0.002,blogger,0.0,ability,0.0,candidate,0.002,godskitchen,0.001,clip,0.003,security,0.0,network,0.002,researcher,0.0,college,0.0,th_grader,0.003,theme,0.002,excuse,0.0,prize,0.002,original,0.002,infection,0.002,borrow,0.002,coconut,0.002,retreat,0.0,cop,0.0,barb,0.0,sacrifice,0.003,statue,0.002,professor_medicine,0.002,exhibit,0.003,employee,0.002,pitch,0.002,source,0.0,worried,0.002,loin,0.0,vehemently,0.001,evasive,0.002,uniform,0.003,trek,0.003,insert,0.002
53,chirp,0.0,info,0.003,desperate_attempt,0.003,gun,0.002,marriage,0.0,definite,0.0,material,0.002,prodigious,0.001,special,0.003,friction,0.0,coke,0.002,member,0.0,map,0.0,radius,0.003,temptation,0.002,formerly,0.0,moon,0.002,getting,0.002,bubble,0.002,repertoire,0.002,spider,0.002,music,0.0,weirdo,0.0,mum,0.0,deaf,0.003,revenue,0.002,wudnt,0.002,client,0.003,space,0.002,pc,0.002,traditional,0.0,contain,0.002,intersection,0.0,modern,0.001,murderous,0.002,giant,0.003,warm_weather,0.003,fanboy,0.002
54,seizure,0.0,disgust,0.003,atleast,0.003,swim,0.002,needless_say,0.0,imply,0.0,war,0.001,whitestrip,0.001,discussion,0.003,irrelevent,0.0,dollar,0.002,dream,0.0,vote,0.0,wink,0.003,brown,0.002,hose,0.0,ridiculous,0.002,copyright,0.002,available,0.002,shred,0.002,demand,0.002,performer,0.0,flail,0.0,decipher,0.0,partly,0.002,once_again,0.002,songs,0.001,female,0.003,campus,0.002,identity,0.002,tour,0.0,sky,0.002,official,0.0,boiling,0.001,earnestly,0.002,relationship,0.003,childish,0.002,metaphorical,0.002
55,granny,0.0,justify,0.003,flicker,0.003,formation,0.002,system,0.0,courage,0.0,pink,0.001,orzo,0.001,suggest,0.003,kiss,0.0,perspective,0.002,dog,0.0,presentation,0.0,yummy,0.003,ticket,0.002,press,0.0,bat,0.002,fairy,0.002,bbq,0.002,dodge,0.002,cow,0.002,madly,0.0,golf_course,0.0,stir,0.0,mate,0.002,manual,0.002,nihilist,0.001,garden,0.003,perfect,0.002,financial,0.002,domain,0.0,coast,0.002,soccer,0.0,prescribed,0.001,marriage,0.002,arse,0.003,create,0.002,lube,0.002
56,consciousness,0.0,womb,0.003,forget,0.002,search_engine,0.002,shell,0.0,adjacent,0.0,coz,0.001,mis,0.001,surprising,0.003,blurt,0.0,unit,0.002,lover,0.0,system,0.0,aged,0.003,booze,0.002,voice,0.0,intelligence,0.002,cheerleading,0.002,neat,0.002,luscious,0.002,jar,0.002,film,0.0,ice_cream,0.0,feeling,0.0,iraqi,0.002,resolution,0.002,asp,0.001,confess,0.003,mb,0.002,insane,0.002,spider,0.0,fry,0.002,trial,0.0,iced,0.001,gloved,0.002,broadband,0.003,anchor,0.002,ordinate,0.002
57,ther,0.0,sob_sob,0.003,psychologically,0.002,bible,0.002,responsibility,0.0,boxer,0.0,tie,0.001,car_accident,0.001,shill,0.003,dun,0.0,elephant,0.002,fiber,0.0,move_forward,0.0,practise,0.003,strap,0.002,history,0.0,episode,0.002,shortlist,0.002,racing,0.002,alphabetical,0.002,birth_control,0.002,police,0.0,kidnap,0.0,hypocritical,0.0,teaching,0.002,nasty,0.002,jp,0.001,impossible,0.003,chill,0.002,traditional,0.002,quick,0.0,spanish,0.002,secretly,0.0,holistic,0.001,ambition,0.001,rhyme,0.003,scope,0.002,overdose,0.002
58,corner,0.0,internal,0.002,snowman,0.002,throw,0.002,wrath,0.0,gasoline,0.0,movement,0.001,ever_since,0.001,critical,0.003,tank,0.0,league,0.002,select,0.0,wedding,0.0,starting,0.002,thread,0.002,rock,0.0,machine,0.002,ending,0.002,ink,0.002,respect,0.002,weapon,0.002,prize,0.0,mattress,0.0,html,0.0,th_century,0.002,attorney,0.002,ere,0.001,boat,0.003,library,0.002,digital,0.002,brotherhood,0.0,yr,0.002,grocery,0.0,overcrowded,0.001,irreverent,0.001,doc,0.003,thin,0.002,dislike,0.002
59,presense,0.0,ballot,0.002,skill,0.002,religion,0.002,impossible,0.0,ultra,0.0,hook,0.001,artwork,0.001,rebellion,0.003,memorial,0.0,joke,0.002,card,0.0,attic,0.0,dimensional,0.002,prevent,0.002,matter,0.0,pocket,0.002,drumming,0.002,effort,0.002,sharing,0.002,production,0.002,acceptance_speech,0.0,babe,0.0,converse,0.0,destroy,0.002,homeless,0.002,fag,0.001,grocery_shopping,0.002,recover,0.002,serve,0.002,void,0.0,staff,0.002,brook,0.0,seventy,0.001,trifecta,0.001,amy,0.003,abuse,0.002,congressional_district,0.002
60,government,0.0,inspect,0.002,algorithm,0.002,saint,0.002,dining_room,0.0,nething,0.0,knowledge,0.001,cardboard,0.0,sexy,0.003,wonky,0.0,wine,0.002,twin,0.0,bitch,0.0,bout,0.002,heat,0.002,spite,0.0,korean,0.002,carnival,0.002,pool,0.002,fabulously,0.002,attend,0.002,politic,0.0,cheeseburger,0.0,blast,0.0,rag,0.002,em,0.002,poutine,0.001,root,0.002,everywhere,0.002,sentence,0.002,vote,0.0,shave,0.002,editorial,0.0,rainforest,0.001,recognition,0.001,grandchild,0.003,transaction,0.002,watchable,0.002
61,midnight,0.0,mad,0.002,responsibility,0.002,happiness,0.002,ratio,0.0,recycle,0.0,convention,0.001,name_description,0.0,motive,0.002,league,0.0,paramedic,0.002,admire,0.0,tree,0.0,lay,0.002,stretch,0.002,cousin,0.0,video_game,0.002,antibiotic,0.002,earn,0.002,bcoz,0.002,watch_tv,0.002,sleave,0.0,distraught,0.0,imitate,0.0,power_plant,0.002,verify,0.002,reflux,0.001,strain,0.002,card,0.002,automate,0.002,heading,0.0,edit,0.002,knife,0.0,posting,0.001,vodka,0.001,chill,0.003,re,0.002,hack,0.002
62,afterwards,0.0,nonstop,0.002,grandparent,0.002,van,0.002,autograph,0.0,em,0.0,international,0.001,speechless,0.0,choir,0.002,button,0.0,innocent,0.002,diet,0.0,cage,0.0,recommend,0.002,kayak,0.002,rest,0.0,poetry,0.002,depressive,0.002,sandal,0.002,alot,0.002,slide,0.002,welding,0.0,add,0.0,project,0.0,somethin,0.002,narrative,0.002,jessi,0.001,stomach,0.002,gun,0.002,concrete,0.002,soup,0.0,barn,0.002,usb,0.0,untrustworthy,0.001,precedence,0.001,softly,0.003,outside,0.002,dogg,0.002
63,fly_by,0.0,yr_old,0.002,downplay,0.002,connect,0.002,pneumonia,0.0,cell_phone,0.0,meat,0.001,bandaid,0.0,holla,0.002,soul,0.0,wee,0.002,color,0.0,engage,0.0,construction,0.002,cabin,0.002,rhythm,0.0,modern,0.002,hat,0.002,christian,0.002,bloody,0.002,growth,0.002,marriage,0.0,street,0.0,dunno,0.0,parallel,0.002,category,0.002,baseball_bat,0.001,available,0.002,delay,0.002,pregnant,0.002,reality_television,0.0,hardware,0.002,shocking,0.0,blend_blend,0.001,confirm,0.001,patience,0.003,tyrant,0.002,strategize,0.002
64,total,0.0,positively,0.002,hadda,0.002,jury,0.002,blast,0.0,prob,0.0,click,0.001,teaching,0.0,hundred_thousand,0.002,additional,0.0,goin,0.002,abuse,0.0,metre,0.0,classroom,0.002,incorrect,0.002,heavy,0.0,contest,0.002,snippet,0.002,waitress,0.002,irk,0.002,th_grade,0.002,wierd,0.0,treasure,0.0,vocal,0.0,accomplishment,0.002,bust,0.002,photographic,0.001,month_ago,0.002,explore,0.002,ultimate,0.002,buffalo,0.0,legal,0.002,wasteful,0.0,doc,0.001,confidante,0.001,stem_cell,0.003,modest,0.002,pinky,0.002
65,gun,0.0,bullet,0.002,sleek,0.002,loan,0.002,pin,0.0,unwilling,0.0,key,0.001,procedure,0.0,giggly,0.002,drug,0.0,app,0.002,parade,0.0,vid,0.0,entail,0.002,dare,0.002,self,0.0,god,0.002,syllabus,0.002,personally,0.002,trajectory,0.002,enemy,0.002,slave,0.0,definitely,0.0,teacher,0.0,tempting,0.002,obsess,0.002,kelp,0.001,conference,0.002,retirement,0.002,suited,0.002,mentality,0.0,opportunity,0.002,track,0.0,ske,0.001,thine,0.001,collector,0.003,folder,0.002,reclusive,0.002
66,pain,0.0,dead,0.002,appoint,0.002,summon,0.002,lawyer,0.0,id,0.0,wall,0.001,turmoil,0.0,governance,0.002,ultimate,0.0,kewl,0.002,perky,0.0,kitty,0.0,pour,0.002,delight,0.002,capture,0.0,officer,0.002,buncha,0.002,bully,0.002,derail,0.002,tournament,0.002,import,0.0,potion,0.0,gripe,0.0,crime,0.002,awful,0.002,fleeting,0.001,upgrade,0.002,soak,0.002,duty,0.002,heavy,0.0,towel,0.002,client,0.0,swarm,0.001,thyme,0.001,potty,0.003,wet,0.002,celery,0.002
67,afford,0.0,libertarian,0.002,exclusive,0.002,citizen,0.002,debit_card,0.0,obligatory,0.0,chop,0.001,knight,0.0,geeky,0.002,sand,0.0,column,0.002,profile,0.0,embarass,0.0,congressional,0.002,eagle,0.002,buck,0.0,reply,0.002,didnt,0.002,taco,0.002,intolerable,0.002,aunt,0.002,truck,0.0,national,0.0,graduation,0.0,round,0.002,betray,0.002,singlish,0.001,critical,0.002,grandmother,0.002,technology,0.002,farewell,0.0,episode,0.002,police,0.0,seller,0.001,mere,0.001,compassion,0.003,comply,0.002,dood,0.002
68,wild,0.0,mutate,0.002,voila,0.002,false,0.002,erectile,0.0,crash,0.0,gender,0.001,extraordinarily,0.0,sod,0.002,sm,0.0,kitty,0.002,afraid,0.0,crowd,0.0,sea,0.002,armpit,0.002,credit,0.0,intelligent,0.002,fatality,0.002,shark,0.002,finger_cross,0.002,catalog,0.002,gang,0.0,curd,0.0,taste,0.0,lake,0.002,wind,0.002,endeavor,0.001,gallon,0.002,outsourcing,0.002,lean,0.002,steal,0.0,nowhere,0.002,essential,0.0,reintroduce,0.001,rehab,0.001,memo,0.003,of,0.002,somethig,0.002
69,dear,0.0,montreal,0.002,cpu,0.002,wit,0.002,shop,0.0,auditorium,0.0,engine,0.001,rough,0.0,attorney,0.002,directly,0.0,tower,0.002,stare,0.0,murder,0.0,campaign,0.002,plaster,0.002,product,0.0,min,0.001,desolate,0.002,fleeting,0.002,infantry,0.002,vote,0.002,blatant,0.0,salivate,0.0,tip,0.0,roomie,0.002,rip,0.002,fully_aware,0.001,witness,0.002,guitar,0.002,bind,0.002,shuttle,0.0,credit_card,0.002,construction_worker,0.0,rationalism,0.001,hairspray,0.001,raspberry,0.003,shin,0.002,extraordinaire,0.002
70,merry,0.0,engrossed,0.002,nighturllink,0.002,television,0.002,race,0.0,plane_crash,0.0,sandwich,0.001,screen,0.0,squander,0.002,patrol,0.0,nick,0.002,gym,0.0,dream,0.0,fruit,0.002,double,0.002,poker,0.0,clearly,0.001,sensationalist,0.002,salmon,0.002,cycle,0.002,verse,0.002,narrative,0.0,join,0.0,human,0.0,majority,0.002,gt,0.002,joystick,0.001,aware,0.002,diary,0.002,wound,0.002,trap,0.0,butt,0.002,irreverent,0.0,pansy,0.001,goooood,0.001,dozen,0.003,crappy,0.002,defineatly,0.002
71,ceremony,0.0,everday,0.002,tendon,0.002,pay_attention,0.002,os,0.0,encouraging,0.0,fence,0.001,squish,0.0,navel,0.002,circulate,0.0,dun,0.002,dad,0.0,goin,0.0,machine,0.002,musician,0.002,jangotoe,0.0,strength,0.001,penn,0.002,fag,0.002,sunflower,0.002,headache,0.002,country,0.0,purpose,0.0,bishop,0.0,interrupt,0.002,regardless,0.002,blessjust,0.001,paycheck,0.002,postcard,0.002,cane,0.002,translation,0.0,threaten,0.002,cousin,0.0,intermission,0.001,snapping,0.001,senior,0.002,play_golf,0.002,plurality,0.002
72,cuddle,0.0,poisonous,0.002,bend,0.002,finance,0.002,productive,0.0,rip,0.0,bank,0.001,prostitution,0.0,prohibition,0.002,build,0.0,everytime,0.002,blow,0.0,retarded,0.0,rare,0.002,cage,0.002,snow,0.0,yellow,0.001,loser,0.002,positive,0.002,futon,0.002,frog,0.002,procrastination,0.0,wood,0.0,cycling,0.0,generic,0.002,bishop,0.002,activation,0.001,blessing,0.002,reminder,0.002,radio,0.002,japanese,0.0,beast,0.002,weave,0.0,detract,0.001,hippo,0.001,endure,0.002,tree,0.002,interior,0.002
73,infront,0.0,director,0.002,cus,0.002,depth,0.002,conflict,0.0,player,0.0,info,0.001,reality,0.0,housegood,0.002,accident,0.0,gig,0.002,drama,0.0,english_language,0.0,crowd,0.002,confession,0.002,obey,0.0,judge,0.001,uplift,0.001,mall,0.002,deter,0.002,husband,0.002,document,0.0,cheese,0.0,translation,0.0,fuckin,0.002,northern,0.002,contol,0.001,israeli,0.002,bloody,0.002,poverty,0.002,wisdom,0.0,fridge,0.002,road,0.0,motherless,0.001,pinkie,0.001,reek,0.002,publicity,0.002,rung,0.002
74,sink,0.0,tuition,0.002,lily,0.002,labor,0.002,connect,0.0,son,0.0,lesson,0.001,strike,0.0,tug,0.002,darn,0.0,tour,0.002,participant,0.0,cop,0.0,lodge,0.002,loser,0.002,american,0.0,dye,0.001,sterotype,0.001,reply,0.002,telethon,0.002,phd,0.002,musing,0.0,terrorist_attack,0.0,tongue,0.0,perverse,0.002,drama,0.002,interet,0.001,spread,0.002,village,0.002,ability,0.002,boar,0.0,anti,0.002,wuz,0.0,cosmo,0.001,undergo,0.001,marine,0.002,liberate,0.002,grime,0.002
75,scoring,0.0,maze,0.002,chai,0.002,jay,0.002,sweat,0.0,floor,0.0,feed,0.001,striker,0.0,grassy,0.002,abt,0.0,production,0.002,chair,0.0,christian,0.0,crush,0.002,heather,0.002,art,0.0,poem,0.001,mel,0.001,utility,0.002,shroud,0.002,publisher,0.002,garden,0.0,bang,0.0,psychology,0.0,pebble,0.002,muslim,0.002,warmer,0.001,default,0.002,forgive,0.002,pitcher,0.002,bid,0.0,french,0.002,sever,0.0,nodurllink,0.001,watershed,0.001,needy,0.002,iraqi,0.002,musician,0.001
76,manhood,0.0,undone,0.002,return,0.002,biological,0.002,manufacturing,0.0,storm,0.0,worker,0.001,bowel,0.0,welcome,0.002,outsource,0.0,stock,0.002,classmate,0.0,match,0.0,destroy,0.002,ryan,0.002,consumer,0.0,concerned,0.001,militia,0.001,owe,0.002,downhill,0.002,frisbee,0.002,child,0.0,environment,0.0,horror,0.0,milestone,0.002,swimming,0.002,quot,0.001,detail,0.002,dilemma,0.002,lazy,0.002,hairdresser,0.0,shuttle,0.002,evening,0.0,staright,0.001,slowness,0.001,frolic,0.002,collar,0.002,tro,0.001
77,mom,0.0,homo,0.002,enchanting,0.002,pastor,0.002,garden,0.0,translation,0.0,library,0.001,gift_certificate,0.0,gradual,0.002,speaking,0.0,dark,0.002,blame,0.0,dance,0.0,goldfish,0.002,retro,0.002,backpack,0.0,review,0.001,microwavable,0.001,battery,0.002,cavalier,0.001,worm,0.002,yesss,0.0,buddy,0.0,tender,0.0,inadequate,0.002,lyric,0.002,billionaire,0.001,partly,0.002,guest,0.002,scale,0.002,american,0.0,lust,0.002,urban,0.0,dalmatian,0.001,vial,0.001,rib,0.002,pickup,0.002,pencil_eraser,0.001
78,loneliness,0.0,coerce,0.002,builder,0.002,knight,0.002,bowl,0.0,trunk,0.0,victim,0.001,prescription_drug,0.0,pulse,0.002,film,0.0,vietnamese,0.002,picnic,0.0,side_effect,0.0,survey,0.002,marketing,0.002,posting,0.0,responsibility,0.001,thrash,0.001,consult,0.002,hastily,0.001,egg,0.002,candidate,0.0,sinister,0.0,attest,0.0,guna,0.002,pickle,0.002,moe,0.001,self_esteem,0.002,bench,0.002,english_language,0.002,checking_account,0.0,university,0.002,intangible,0.0,committee,0.001,leash,0.001,opposite_direction,0.002,coarse,0.002,puppet_master,0.001
79,car,0.0,large_quantity,0.002,martial,0.002,cliche,0.002,blade,0.0,hysterical,0.0,organization,0.001,championship,0.0,lbs,0.002,welcome,0.0,cup,0.002,pitch,0.0,trap,0.0,cash,0.002,sidewalk,0.002,office,0.0,nap,0.001,overboard,0.001,hitter,0.002,zero,0.001,raft,0.002,garner,0.0,glaze,0.0,uncle,0.0,cavity,0.002,enemy,0.002,royally,0.001,mushroom,0.002,express,0.002,solution,0.002,growth,0.0,korean,0.002,guest,0.0,raccoon,0.001,blaring,0.001,strand,0.002,anger,0.002,lentil,0.001
80,fake,0.0,doubtful,0.002,fam,0.002,sacrifice,0.002,aswell,0.0,haul,0.0,depend,0.001,maintain,0.0,teen,0.002,cookout,0.0,answer_machine,0.002,smoking,0.0,generation,0.0,psychological,0.002,veri,0.002,reader,0.0,spirit,0.001,flooble,0.001,affect,0.002,consist,0.001,melody,0.002,iraqi,0.0,outlet,0.0,hubby,0.0,grandma,0.002,knit,0.002,inception,0.001,liberal,0.002,sport,0.002,maintain,0.002,slack,0.0,emptiness,0.002,weight,0.0,tolerant,0.001,tinfoil,0.001,fast_forward,0.002,attire,0.002,extension,0.001
81,boss,0.0,liao,0.002,intranet,0.002,nudge,0.002,aforementioned,0.0,diss,0.0,mouse,0.001,gay_marriage,0.0,mob,0.002,spoof,0.0,relax,0.002,slip,0.0,impose,0.0,player,0.002,officer,0.002,member,0.0,appeal,0.001,outnumber,0.001,information_literacy,0.002,yestarday,0.001,tap,0.002,uncle,0.0,media,0.0,session,0.0,inquire,0.002,afford,0.002,video_tape,0.001,gas,0.002,plane,0.002,mode,0.002,skill,0.0,steal,0.002,highlight,0.0,infuriate,0.001,begging,0.001,drawl,0.002,rounded,0.002,immigration,0.001
82,attend,0.0,initial_reaction,0.002,salad,0.002,lovely,0.002,pleasant,0.0,culminate,0.0,appearance,0.001,theater,0.0,goodbye,0.002,cry_loud,0.0,connection,0.002,chop,0.0,honeymoon,0.0,animal,0.002,razor,0.002,christian,0.0,alumnus,0.001,bicker,0.001,bonfire,0.002,hapless,0.001,don,0.002,tropic,0.0,fag,0.0,spider,0.0,green,0.002,redneck,0.002,homecoming,0.001,scarf,0.002,will,0.002,wad,0.002,sketch,0.0,wuz,0.002,pjs,0.0,todd,0.0,tm,0.001,insecurity,0.002,stage,0.002,outdate,0.001
83,campus,0.0,licorice,0.002,deathbed,0.002,interruption,0.002,section,0.0,snow,0.0,annoying,0.001,wise,0.0,moral,0.002,channel,0.0,taste,0.002,guitar,0.0,booster,0.0,allright,0.002,potato,0.002,hockey,0.0,beginning,0.001,sucess,0.001,boom,0.002,scratch,0.001,italian,0.002,island,0.0,judge,0.0,curly,0.0,soccer,0.002,comic,0.002,binding,0.001,civil_union,0.002,hardly,0.002,audio,0.002,portal,0.0,tip,0.002,liken,0.0,rifle,0.0,whatperson,0.001,armor,0.002,signal,0.002,cinder_block,0.001
84,forever,0.0,judgmental,0.002,scrounge,0.002,kitchen,0.002,television,0.0,organisation,0.0,weight,0.001,bumper_sticker,0.0,political,0.002,tax_cut,0.0,hormone,0.002,task,0.0,scarf,0.0,react,0.002,structure,0.002,straight,0.0,inner,0.001,workplace,0.001,element,0.002,flicker,0.001,intensity,0.002,murder,0.0,corner,0.0,unreasonably,0.0,backlash,0.002,op,0.002,replica,0.001,partner,0.002,seminar,0.002,procedure,0.002,apologize,0.0,reservation,0.002,working,0.0,turmoil,0.0,wifette,0.001,settlement,0.002,belive,0.002,megaphone,0.001
85,match,0.0,user_interface,0.002,leotard,0.002,cluster,0.002,install,0.0,economist,0.0,contact,0.001,getup,0.0,phat,0.002,sock,0.0,belonging,0.002,cousin,0.0,value,0.0,trick,0.002,wise,0.002,degree,0.0,fold,0.001,voluntarily,0.001,complement,0.002,fruition,0.001,nearby,0.002,hubby,0.0,column,0.0,abortion,0.0,fruit,0.002,hack,0.002,speck,0.0,monday,0.002,client,0.002,worship,0.002,accomplish,0.0,penalty,0.002,universe,0.0,regardless,0.0,weirdo,0.001,recognizable,0.002,no_long,0.002,melancholy,0.001
86,quantity,0.0,asparagus,0.002,monkey,0.002,chart,0.002,guitar,0.0,aggressive,0.0,department,0.001,egyptian,0.0,sarah,0.002,series,0.0,immigration,0.002,bet,0.0,engineering,0.0,gov,0.002,okay,0.002,regard,0.0,architecture,0.001,candle,0.001,inch,0.002,diplomatic,0.001,text,0.002,credit_card,0.0,feeling,0.0,smoking,0.0,endurance,0.002,mobile,0.002,exhibition,0.0,gate,0.002,band,0.002,library,0.002,gym,0.0,artist,0.002,checking_account,0.0,ware,0.0,pamphlet,0.001,citizenship,0.002,announce,0.002,exploit,0.001
87,golf_ball,0.0,bicker,0.002,award,0.002,poster,0.002,vodka,0.0,upstairs,0.0,precious,0.001,air_conditioning,0.0,obssessed,0.002,tee,0.0,baking,0.002,forget,0.0,store,0.0,devastate,0.002,awhile,0.002,advertising,0.0,annoy,0.001,aloud,0.001,character,0.002,beep,0.001,republican,0.002,offender,0.0,space,0.0,hill,0.0,instinct,0.002,conquest,0.002,boring,0.0,shine,0.002,semester,0.002,lurk,0.002,nobility,0.0,independent,0.002,nation,0.0,cement,0.0,rehabilitation,0.001,urgency,0.002,poll,0.002,elimination,0.001
88,disc,0.0,antsy,0.002,blip,0.002,bruise,0.002,template,0.0,traffic,0.0,treatment,0.001,pi,0.0,brunette,0.002,solider,0.0,trademark,0.002,deadline,0.0,football,0.0,enter,0.002,scramble,0.002,letter,0.0,sand,0.001,tellin,0.001,hop,0.002,overcome,0.001,praise,0.002,bar,0.0,ppl,0.0,gunna,0.0,memo,0.002,genre,0.002,tragic,0.0,oz,0.002,standard,0.002,fair,0.002,postal_service,0.0,series,0.002,account,0.0,altar,0.0,devout,0.0,sustainable,0.002,tongue,0.002,widespread,0.001
89,pace,0.0,howl,0.002,cruisin,0.002,hoop,0.002,millenium,0.0,rave,0.0,colour,0.001,marvel,0.0,professionally,0.002,plane,0.0,price,0.002,snow,0.0,picturesque,0.0,vacation,0.002,tribe,0.002,standing_wave,0.0,goodbye,0.001,worrying,0.001,hahah,0.002,howard,0.001,cigarette,0.002,bleeding,0.0,funeral,0.0,smoke,0.0,trade,0.002,insist,0.002,bomber,0.0,classy,0.002,ruin,0.002,pic,0.002,dat,0.0,jump,0.002,high_school,0.0,witted,0.0,step_forward,0.0,stimulation,0.002,marble,0.002,surf,0.001
90,freaking,0.0,decry,0.002,printf,0.002,stability,0.002,pc,0.0,bravely,0.0,finger,0.001,cuss,0.0,divisive,0.002,owner,0.0,lesbian,0.002,account,0.0,wheel,0.0,hence,0.002,internet_cafe,0.002,nasty,0.0,inning,0.001,minuet,0.001,cracker,0.002,air_conditioning,0.001,evolve,0.002,student,0.0,patent,0.0,guest,0.0,hostile,0.002,assembly,0.002,onsite,0.0,photographer,0.002,dirty,0.002,equipment,0.002,activity,0.0,system,0.002,victim,0.0,lose_lbs,0.0,homicidal,0.0,marriage,0.002,hometown,0.002,clamp,0.001
91,frisbee,0.0,bickering,0.002,jumble,0.002,devotion,0.002,note_self,0.0,compile,0.0,peanut,0.001,method,0.0,washer,0.002,traffic_jam,0.0,kiss,0.002,dish,0.0,homie,0.0,pie,0.002,lunchtime,0.002,grrr,0.0,datum,0.001,obligated,0.001,zombie,0.002,disc,0.001,civilization,0.002,shockingly,0.0,surfer,0.0,toolbar,0.0,kitty,0.002,length,0.002,darkness,0.0,fellowship,0.002,vodka,0.002,mandate,0.002,sing,0.0,sweetheart,0.002,beach,0.0,presidential_candidate,0.0,heighten,0.0,censorship,0.002,constructive,0.002,naughty,0.001
