,0_word,0_per,1_word,1_per,2_word,2_per,3_word,3_per,4_word,4_per,5_word,5_per,6_word,6_per,7_word,7_per,8_word,8_per,9_word,9_per,10_word,10_per,11_word,11_per,12_word,12_per,13_word,13_per,14_word,14_per,15_word,15_per,16_word,16_per,17_word,17_per,18_word,18_per,19_word,19_per,20_word,20_per,21_word,21_per,22_word,22_per,23_word,23_per,24_word,24_per,25_word,25_per,26_word,26_per,27_word,27_per,28_word,28_per,29_word,29_per,30_word,30_per,31_word,31_per,32_word,32_per,33_word,33_per,34_word,34_per,35_word,35_per,36_word,36_per,37_word,37_per
45,openminde,0.0,slipper_slap,0.0,squirrelene,0.0,squirrelene,0.0,research,0.003,cilip,0.0,supervillain,0.0,hanging,0.0,squirrelene,0.0,cilip,0.0,colleage,0.0,forest,0.003,honour,0.0,genic,0.0,disapprove,0.0,professorship,0.0,plank,0.0,on,0.002,sean,0.0,hangnail,0.0,blowhardish,0.0,cilip,0.0,carol,0.0,gentlefrog,0.0,floorplan,0.0,wear,0.007,renoune,0.0,agitator,0.0,creatifica,0.0,bronchitis,0.0,creatifica,0.0,disuade,0.0,sheez,0.0,squirrelene,0.0,creatifica,0.0,mannerism,0.0,care,0.007,laine,0.0
46,closeminde,0.0,sean,0.0,closeminde,0.0,closeminde,0.0,dig,0.003,preapproval,0.0,invigoration,0.0,colleage,0.0,closeminde,0.0,cataloging,0.0,sean,0.0,horizon,0.003,gifts,0.0,captiavate,0.0,crystallize,0.0,renoune,0.0,tentacle,0.0,dose,0.001,colleage,0.0,foreground,0.0,genic,0.0,cataloging,0.0,professorship,0.0,insouciance,0.0,brokerage,0.0,couple,0.007,insouciance,0.0,closeminde,0.0,invigorating,0.0,gird,0.0,cilip,0.0,flotsam,0.0,agitator,0.0,closeminde,0.0,cilip,0.0,freetext,0.0,guess,0.007,siding,0.0
47,squirrelene,0.0,colleage,0.0,openminde,0.0,openminde,0.0,end,0.003,professorship,0.0,renoune,0.0,sean,0.0,openminde,0.0,blowhardish,0.0,slipper_slap,0.0,empire,0.002,tentacle,0.0,homebuyer,0.0,foreground,0.0,gentlefrog,0.0,thrushe,0.0,trek,0.001,hanging,0.0,counterculture,0.0,captiavate,0.0,blowhardish,0.0,renoune,0.0,gifts,0.0,slipper_slap,0.0,hang,0.007,flotsam,0.0,cilip,0.0,closeminde,0.0,awestruck,0.0,cataloging,0.0,plank,0.0,signage,0.0,openminde,0.0,cataloging,0.0,renoune,0.0,realize,0.007,years,0.0
48,preapproval,0.0,hanging,0.0,floorplan,0.0,floorplan,0.0,mystery,0.003,closeminde,0.0,mia,0.0,slipper_slap,0.0,floorplan,0.0,neath,0.0,neath,0.0,sadness,0.002,daquiri,0.0,laine,0.0,wench,0.0,polygamy,0.0,huh,0.0,cabin,0.001,preapproval,0.0,crystallize,0.0,homebuyer,0.0,genic,0.0,unrest,0.0,thrushe,0.0,sean,0.0,finish,0.006,plank,0.0,unrest,0.0,openminde,0.0,included,0.0,blowhardish,0.0,tentacle,0.0,thrushe,0.0,floorplan,0.0,blowhardish,0.0,insouciance,0.0,wish,0.006,omit,0.0
49,hanging,0.0,preapproval,0.0,creaking,0.0,creaking,0.0,pic,0.003,openminde,0.0,knick_knack,0.0,neath,0.0,creaking,0.0,bdrm,0.0,thailand,0.0,fellow,0.002,invitations,0.0,photocopier,0.0,hangnail,0.0,unrest,0.0,daquiri,0.0,silvering,0.0,squirrelene,0.0,insite,0.0,quebecoise,0.0,signage,0.0,insouciance,0.0,invigorating,0.0,colleage,0.0,moment,0.006,tentacle,0.0,floorplan,0.0,floorplan,0.0,insouciance,0.0,genic,0.0,thrushe,0.0,daquiri,0.0,creaking,0.0,genic,0.0,foreground,0.0,stand,0.006,oddity,0.0
50,colleage,0.0,squirrelene,0.0,disuade,0.0,sasquatch,0.0,response,0.002,invigoration,0.0,scraper,0.0,brokerage,0.0,disuade,0.0,brokerage,0.0,gestalt,0.0,mock,0.002,dutifulness,0.0,erotica,0.0,insite,0.0,insouciance,0.0,thailand,0.0,submerse,0.0,huh,0.0,scraper,0.0,neath,0.0,slipper_slap,0.0,rife,0.0,carol,0.0,hanging,0.0,boy,0.006,thrushe,0.0,creaking,0.0,creaking,0.0,rife,0.0,captiavate,0.0,sean,0.0,sooooooon,0.0,disuade,0.0,captiavate,0.0,koolaid,0.0,forget,0.006,cataloging,0.0
51,sean,0.0,signage,0.0,flotsam,0.0,plank,0.0,flash,0.002,creaking,0.0,polygamy,0.0,thailand,0.0,flotsam,0.0,insouciance,0.0,closeminde,0.0,linger,0.002,tizzy,0.0,petunia,0.0,knick_knack,0.0,creaking,0.0,capuchin,0.0,realist,0.0,openminde,0.0,gifts,0.0,photocopier,0.0,erotica,0.0,flotsam,0.0,taxidermy,0.0,preapproval,0.0,speak,0.006,daquiri,0.0,disuade,0.0,disuade,0.0,carol,0.0,slipper_slap,0.0,colleage,0.0,taxidermy,0.0,flotsam,0.0,sean,0.0,windsock,0.0,family,0.006,enquiry,0.0
52,slipper_slap,0.0,laine,0.0,plank,0.0,capuchin,0.0,library,0.002,disuade,0.0,insouciance,0.0,creatifica,0.0,plank,0.0,creaking,0.0,huh,0.0,sun_shine,0.002,closeup,0.0,bakayaro,0.0,invigorating,0.0,included,0.0,sasquatch,0.0,daquiri,0.0,floorplan,0.0,disuade,0.0,sasquatch,0.0,huh,0.0,plank,0.0,sooooooon,0.0,squirrelene,0.0,room,0.006,sooooooon,0.0,flotsam,0.0,flotsam,0.0,gentlefrog,0.0,capuchin,0.0,closeminde,0.0,carol,0.0,thailand,0.0,sasquatch,0.0,gnash,0.0,line,0.006,customisation,0.0
53,neath,0.0,erotica,0.0,tentacle,0.0,gentlefrog,0.0,intention,0.002,flotsam,0.0,rife,0.0,cilip,0.0,neath,0.0,disuade,0.0,invigoration,0.0,slaughter,0.002,petunia,0.0,fruit_veggie,0.0,taxidermy,0.0,huh,0.0,erotica,0.0,carol,0.0,creaking,0.0,gentlefrog,0.0,erotica,0.0,capuchin,0.0,photocopier,0.0,renoune,0.0,thailand,0.0,figure,0.006,taxidermy,0.0,plank,0.0,plank,0.0,invigoration,0.0,included,0.0,orderliness,0.0,invigorating,0.0,brokerage,0.0,included,0.0,petunia,0.0,face,0.005,sheez,0.0
54,brokerage,0.0,included,0.0,daquiri,0.0,huh,0.0,hero,0.002,plank,0.0,unrest,0.0,blowhardish,0.0,orderliness,0.0,flotsam,0.0,polygamy,0.0,dam,0.001,gird,0.0,generations,0.0,koolaid,0.0,disuade,0.0,signage,0.0,upswing,0.0,creatifica,0.0,realist,0.0,resell,0.0,fruit_veggie,0.0,ndcs,0.0,professorship,0.0,closeminde,0.0,wake,0.006,carol,0.0,tentacle,0.0,tentacle,0.0,jerkoff,0.0,huh,0.0,huh,0.0,erotica,0.0,invigoration,0.0,thailand,0.0,gird,0.0,heart,0.005,bronchitis,0.0
55,gestalt,0.0,capuchin,0.0,hanging,0.0,respects,0.0,week,0.002,tentacle,0.0,submerse,0.0,huh,0.0,tentacle,0.0,plank,0.0,nextgenlib,0.0,swirl,0.0,windsock,0.0,respects,0.0,windsock,0.0,erotica,0.0,sooooooon,0.0,counterculture,0.0,included,0.0,insouciance,0.0,bakayaro,0.0,generations,0.0,erotica,0.0,photocopier,0.0,neath,0.0,sister,0.005,invigorating,0.0,thrushe,0.0,thrushe,0.0,hangnail,0.0,respects,0.0,capuchin,0.0,professorship,0.0,included,0.0,generations,0.0,supervillain,0.0,suppose,0.005,counterculture,0.0
56,cilip,0.0,bakayaro,0.0,thailand,0.0,kvetch,0.0,aspect,0.002,daquiri,0.0,carol,0.0,knick_knack,0.0,invigoration,0.0,tentacle,0.0,adventurer,0.0,supervillain,0.0,wench,0.0,kvetch,0.0,petunia,0.0,awestruck,0.0,southside,0.0,bronchitis,0.0,insite,0.0,freetext,0.0,fruit_veggie,0.0,respects,0.0,invigorating,0.0,wench,0.0,huh,0.0,while,0.005,professorship,0.0,daquiri,0.0,daquiri,0.0,knick_knack,0.0,kvetch,0.0,bakayaro,0.0,unrest,0.0,respects,0.0,respects,0.0,closeup,0.0,question,0.005,realist,0.0
57,sasquatch,0.0,fruit_veggie,0.0,knick_knack,0.0,nextgenlib,0.0,adventure,0.002,jerkoff,0.0,foreground,0.0,polygamy,0.0,polygamy,0.0,thrushe,0.0,cavalier,0.0,commenter,0.0,koolaid,0.0,nextgenlib,0.0,closeup,0.0,carol,0.0,disuade,0.0,anthropologist,0.0,gentlefrog,0.0,mannerism,0.0,generations,0.0,kvetch,0.0,sasquatch,0.0,erotica,0.0,insite,0.0,half,0.005,disuade,0.0,sooooooon,0.0,sooooooon,0.0,insite,0.0,nextgenlib,0.0,fruit_veggie,0.0,creaking,0.0,kvetch,0.0,kvetch,0.0,tizzy,0.0,die,0.005,submerse,0.0
58,gentlefrog,0.0,generations,0.0,included,0.0,adventurer,0.0,application,0.002,anthropologist,0.0,hangnail,0.0,respects,0.0,respects,0.0,openminde,0.0,disapprove,0.0,cabin_fever,0.0,grabber,0.0,adventurer,0.0,tizzy,0.0,sasquatch,0.0,floorplan,0.0,memorium,0.0,kvetch,0.0,laundrymat,0.0,respects,0.0,nextgenlib,0.0,memorium,0.0,sasquatch,0.0,polygamy,0.0,hope,0.005,gentlefrog,0.0,taxidermy,0.0,taxidermy,0.0,invigorating,0.0,adventurer,0.0,generations,0.0,flotsam,0.0,nextgenlib,0.0,nextgenlib,0.0,memorium,0.0,understand,0.005,esp,0.0
59,thailand,0.0,respects,0.0,generations,0.0,cavalier,0.0,neighborhood,0.001,scraper,0.0,invigorating,0.0,kvetch,0.0,kvetch,0.0,acoustic,0.0,preform,0.0,feller,0.0,laundrymat,0.0,cavalier,0.0,brandish,0.0,supervillain,0.0,taxidermy,0.0,signage,0.0,nextgenlib,0.0,grabber,0.0,kvetch,0.0,adventurer,0.0,foreground,0.0,thailand,0.0,respects,0.0,lunch,0.004,gird,0.0,carol,0.0,caretaker,0.0,professorship,0.0,cavalier,0.0,respects,0.0,emotionality,0.0,adventurer,0.0,adventurer,0.0,anthropologist,0.0,hell,0.004,resell,0.0
60,resell,0.0,kvetch,0.0,respects,0.0,disapprove,0.0,profile,0.001,cavalier,0.0,jerkoff,0.0,nextgenlib,0.0,nextgenlib,0.0,papasan,0.0,taper,0.0,awestruck,0.0,mannerism,0.0,disapprove,0.0,invitations,0.0,hangnail,0.0,carol,0.0,squirrelene,0.0,adventurer,0.0,koolaid,0.0,nextgenlib,0.0,cavalier,0.0,taper,0.0,huh,0.0,kvetch,0.0,grow,0.004,jerkoff,0.0,invigorating,0.0,capuchin,0.0,crystallize,0.0,disapprove,0.0,kvetch,0.0,customisation,0.0,cavalier,0.0,cavalier,0.0,counterculture,0.0,cry,0.004,bakayaro,0.0
61,bakayaro,0.0,nextgenlib,0.0,kvetch,0.0,preform,0.0,scratch,0.001,disapprove,0.0,professorship,0.0,adventurer,0.0,adventurer,0.0,flatulence,0.0,indirect,0.0,snowmobile,0.0,freetext,0.0,preform,0.0,gifts,0.0,indirect,0.0,included,0.0,jerkoff,0.0,cavalier,0.0,windsock,0.0,adventurer,0.0,disapprove,0.0,indirect,0.0,included,0.0,nextgenlib,0.0,drop,0.004,nextgenlib,0.0,professorship,0.0,jerkoff,0.0,renoune,0.0,preform,0.0,nextgenlib,0.0,photocopier,0.0,disapprove,0.0,disapprove,0.0,hangnail,0.0,case,0.004,fruit_veggie,0.0
62,fruit_veggie,0.0,adventurer,0.0,nextgenlib,0.0,taper,0.0,semester,0.001,preform,0.0,crystallize,0.0,cavalier,0.0,cavalier,0.0,foreground,0.0,southside,0.0,reorder,0.0,searcher,0.0,taper,0.0,rife,0.0,southside,0.0,unrest,0.0,gird,0.0,disapprove,0.0,petunia,0.0,cavalier,0.0,preform,0.0,southside,0.0,polygamy,0.0,adventurer,0.0,mood,0.004,adventurer,0.0,openminde,0.0,huh,0.0,unrest,0.0,taper,0.0,adventurer,0.0,renoune,0.0,preform,0.0,preform,0.0,respects,0.0,piece,0.004,generations,0.0
63,generations,0.0,cavalier,0.0,adventurer,0.0,indirect,0.0,peach,0.001,taper,0.0,insite,0.0,disapprove,0.0,disapprove,0.0,hangnail,0.0,flatulence,0.0,foldout,0.0,adventurousness,0.0,indirect,0.0,insouciance,0.0,flatulence,0.0,renoune,0.0,hangnail,0.0,preform,0.0,closeup,0.0,esp,0.0,bakayaro,0.0,flatulence,0.0,invigoration,0.0,cavalier,0.0,see,0.004,cavalier,0.0,included,0.0,resell,0.0,scraper,0.0,indirect,0.0,cavalier,0.0,scraper,0.0,taper,0.0,taper,0.0,bakayaro,0.0,sort,0.004,anthropologist,0.0
64,respects,0.0,disapprove,0.0,cavalier,0.0,southside,0.0,wish_luck,0.001,indirect,0.0,gentlefrog,0.0,preform,0.0,preform,0.0,gird,0.0,papasan,0.0,margarine,0.0,altruism,0.0,southside,0.0,unrest,0.0,papasan,0.0,invigorating,0.0,foreground,0.0,taper,0.0,tizzy,0.0,disapprove,0.0,taper,0.0,papasan,0.0,capuchin,0.0,disapprove,0.0,evening,0.004,disapprove,0.0,papasan,0.0,bakayaro,0.0,foreground,0.0,southside,0.0,disapprove,0.0,submerse,0.0,indirect,0.0,indirect,0.0,silvering,0.0,fight,0.003,respects,0.0
65,kvetch,0.0,preform,0.0,disapprove,0.0,flatulence,0.0,brush,0.001,southside,0.0,resell,0.0,taper,0.0,taper,0.0,supervillain,0.0,acoustic,0.0,wanderer,0.0,brandish,0.0,flatulence,0.0,renoune,0.0,acoustic,0.0,photocopier,0.0,crystallize,0.0,indirect,0.0,brandish,0.0,taper,0.0,southside,0.0,acoustic,0.0,esp,0.0,preform,0.0,event,0.004,preform,0.0,generations,0.0,fruit_veggie,0.0,polygamy,0.0,flatulence,0.0,preform,0.0,crystallize,0.0,southside,0.0,southside,0.0,upswing,0.0,sign,0.003,nextgenlib,0.0
66,nextgenlib,0.0,taper,0.0,preform,0.0,papasan,0.0,planning,0.001,flatulence,0.0,flinch,0.0,generations,0.0,generations,0.0,nextgenlib,0.0,bdrm,0.0,gnash,0.0,hangnail,0.0,papasan,0.0,professorship,0.0,bdrm,0.0,crystallize,0.0,insite,0.0,respects,0.0,jerkoff,0.0,indirect,0.0,flatulence,0.0,bdrm,0.0,gird,0.0,taper,0.0,afternoon,0.003,taper,0.0,disapprove,0.0,generations,0.0,submerse,0.0,papasan,0.0,taper,0.0,adventurer,0.0,flatulence,0.0,flatulence,0.0,wench,0.0,deal,0.003,adventurer,0.0
67,adventurer,0.0,indirect,0.0,taper,0.0,acoustic,0.0,flick,0.001,papasan,0.0,kiddikin,0.0,indirect,0.0,indirect,0.0,kvetch,0.0,flinch,0.0,puruse,0.0,resell,0.0,acoustic,0.0,upswing,0.0,flinch,0.0,gentlefrog,0.0,floorplan,0.0,southside,0.0,submerse,0.0,southside,0.0,papasan,0.0,flinch,0.0,extroversion,0.0,indirect,0.0,brother,0.003,indirect,0.0,cavalier,0.0,respects,0.0,quickmba,0.0,acoustic,0.0,indirect,0.0,cavalier,0.0,papasan,0.0,papasan,0.0,navel,0.0,rule,0.003,cavalier,0.0
68,cavalier,0.0,southside,0.0,indirect,0.0,bdrm,0.0,irony,0.001,acoustic,0.0,opulence,0.0,flatulence,0.0,flatulence,0.0,memorium,0.0,kiddikin,0.0,occurrance,0.0,memorium,0.0,bdrm,0.0,gird,0.0,taper,0.0,indirect,0.0,scraper,0.0,papasan,0.0,fruit_veggie,0.0,flatulence,0.0,acoustic,0.0,kiddikin,0.0,silvering,0.0,southside,0.0,shop,0.003,kvetch,0.0,anthropologist,0.0,kvetch,0.0,enebriate,0.0,bdrm,0.0,southside,0.0,disapprove,0.0,acoustic,0.0,acoustic,0.0,romaine,0.0,pull,0.003,disapprove,0.0
69,disapprove,0.0,flatulence,0.0,southside,0.0,flinch,0.0,era,0.001,bdrm,0.0,silvering,0.0,papasan,0.0,papasan,0.0,crystallize,0.0,opulence,0.0,mia,0.0,jerkoff,0.0,flinch,0.0,memorium,0.0,kiddikin,0.0,taper,0.0,knick_knack,0.0,acoustic,0.0,resell,0.0,papasan,0.0,bdrm,0.0,opulence,0.0,opulence,0.0,flatulence,0.0,pm,0.003,southside,0.0,adventurer,0.0,nextgenlib,0.0,astrology,0.0,flinch,0.0,flatulence,0.0,preform,0.0,bdrm,0.0,bdrm,0.0,astrology,0.0,explain,0.003,preform,0.0
70,preform,0.0,papasan,0.0,flatulence,0.0,kiddikin,0.0,employment,0.001,flinch,0.0,upswing,0.0,acoustic,0.0,acoustic,0.0,anthropologist,0.0,silvering,0.0,papasan,0.0,silvering,0.0,kiddikin,0.0,silvering,0.0,silvering,0.0,preform,0.0,unrest,0.0,bdrm,0.0,wench,0.0,acoustic,0.0,flinch,0.0,silvering,0.0,kiddikin,0.0,papasan,0.0,store,0.003,papasan,0.0,bronchitis,0.0,adventurer,0.0,romaine,0.0,kiddikin,0.0,papasan,0.0,taper,0.0,flinch,0.0,flinch,0.0,enebriate,0.0,sense,0.003,taper,0.0
71,taper,0.0,acoustic,0.0,papasan,0.0,opulence,0.0,ya,0.001,kiddikin,0.0,wench,0.0,bdrm,0.0,bdrm,0.0,counterculture,0.0,upswing,0.0,dressin,0.0,opulence,0.0,opulence,0.0,cavalier,0.0,upswing,0.0,disapprove,0.0,supervillain,0.0,flinch,0.0,preapproval,0.0,bdrm,0.0,kiddikin,0.0,upswing,0.0,flinch,0.0,acoustic,0.0,am,0.003,acoustic,0.0,counterculture,0.0,cavalier,0.0,navel,0.0,opulence,0.0,acoustic,0.0,indirect,0.0,kiddikin,0.0,kiddikin,0.0,ndcs,0.0,call,0.003,indirect,0.0
72,indirect,0.0,bdrm,0.0,acoustic,0.0,silvering,0.0,unit,0.001,opulence,0.0,bdrm,0.0,flinch,0.0,flinch,0.0,respects,0.0,wench,0.0,scraper,0.0,kiddikin,0.0,emotionality,0.0,adventurer,0.0,wench,0.0,cavalier,0.0,esp,0.0,kiddikin,0.0,upswing,0.0,flinch,0.0,opulence,0.0,wench,0.0,bdrm,0.0,bdrm,0.0,sun,0.003,bdrm,0.0,preform,0.0,disapprove,0.0,wench,0.0,silvering,0.0,bdrm,0.0,nextgenlib,0.0,opulence,0.0,opulence,0.0,awestruck,0.0,cause,0.003,southside,0.0
73,southside,0.0,flinch,0.0,bdrm,0.0,upswing,0.0,department,0.001,silvering,0.0,navel,0.0,kiddikin,0.0,kiddikin,0.0,realist,0.0,navel,0.0,bdrm,0.0,flinch,0.0,resell,0.0,taper,0.0,navel,0.0,adventurer,0.0,southside,0.0,opulence,0.0,hanging,0.0,extroversion,0.0,extroversion,0.0,navel,0.0,acoustic,0.0,flinch,0.0,dress,0.003,flinch,0.0,realist,0.0,preform,0.0,upswing,0.0,emotionality,0.0,flinch,0.0,southside,0.0,silvering,0.0,silvering,0.0,dressin,0.0,answer,0.003,laundrymat,0.0
74,flatulence,0.0,dutifulness,0.0,flinch,0.0,generations,0.0,collar,0.001,upswing,0.0,astrology,0.0,opulence,0.0,opulence,0.0,submerse,0.0,kvetch,0.0,intarsia,0.0,bdrm,0.0,signage,0.0,nextgenlib,0.0,romaine,0.0,nextgenlib,0.0,flatulence,0.0,silvering,0.0,silvering,0.0,preform,0.0,indirect,0.0,romaine,0.0,papasan,0.0,kiddikin,0.0,talk,0.003,kiddikin,0.0,submerse,0.0,taper,0.0,silvering,0.0,generations,0.0,assertiveness,0.0,papasan,0.0,emotionality,0.0,fruit_veggie,0.0,feller,0.0,allow,0.003,kvetch,0.0
75,papasan,0.0,resell,0.0,dutifulness,0.0,fruit_veggie,0.0,economy,0.001,wench,0.0,enebriate,0.0,wrx,0.0,extroversion,0.0,esp,0.0,respects,0.0,southside,0.0,acoustic,0.0,esp,0.0,kvetch,0.0,astrology,0.0,kvetch,0.0,openminde,0.0,adventurousness,0.0,opulence,0.0,signage,0.0,sasquatch,0.0,astrology,0.0,flatulence,0.0,adventurousness,0.0,middle,0.003,opulence,0.0,esp,0.0,indirect,0.0,opulence,0.0,fruit_veggie,0.0,resell,0.0,acoustic,0.0,generations,0.0,bakayaro,0.0,mia,0.0,control,0.003,quickmba,0.0
76,acoustic,0.0,sasquatch,0.0,fruit_veggie,0.0,bakayaro,0.0,detective,0.001,wrx,0.0,ndcs,0.0,southside,0.0,southside,0.0,resell,0.0,generations,0.0,resell,0.0,papasan,0.0,realist,0.0,indirect,0.0,enebriate,0.0,respects,0.0,indirect,0.0,flatulence,0.0,kiddikin,0.0,submerse,0.0,resell,0.0,caretaker,0.0,southside,0.0,generations,0.0,air,0.002,wrx,0.0,kvetch,0.0,southside,0.0,kiddikin,0.0,bakayaro,0.0,sasquatch,0.0,bdrm,0.0,huh,0.0,resell,0.0,occurrance,0.0,title,0.002,memorium,0.0
77,esp,0.0,esp,0.0,bakayaro,0.0,resell,0.0,festival,0.001,adventurer,0.0,awestruck,0.0,included,0.0,included,0.0,bakayaro,0.0,fruit_veggie,0.0,taper,0.0,flatulence,0.0,sasquatch,0.0,southside,0.0,opulence,0.0,generations,0.0,taper,0.0,polygamy,0.0,flinch,0.0,counterculture,0.0,submerse,0.0,preform,0.0,indirect,0.0,fruit_veggie,0.0,quality,0.002,flatulence,0.0,resell,0.0,flatulence,0.0,flinch,0.0,resell,0.0,esp,0.0,flinch,0.0,fruit_veggie,0.0,esp,0.0,snowmobile,0.0,voice,0.002,gird,0.0
78,capuchin,0.0,realist,0.0,resell,0.0,included,0.0,fare,0.0,knick_knack,0.0,dressin,0.0,fruit_veggie,0.0,fruit_veggie,0.0,bronchitis,0.0,gentlefrog,0.0,flatulence,0.0,southside,0.0,capuchin,0.0,flatulence,0.0,preform,0.0,fruit_veggie,0.0,professorship,0.0,generations,0.0,colleage,0.0,flotsam,0.0,thailand,0.0,crystallize,0.0,taper,0.0,bakayaro,0.0,effort,0.002,respects,0.0,bakayaro,0.0,esp,0.0,bdrm,0.0,flotsam,0.0,realist,0.0,kiddikin,0.0,resell,0.0,huh,0.0,invigoration,0.0,accept,0.002,agitator,0.0
79,submerse,0.0,thailand,0.0,esp,0.0,polygamy,0.0,sorta,0.0,nextgenlib,0.0,agitator,0.0,resell,0.0,resell,0.0,generations,0.0,taxidermy,0.0,kiddikin,0.0,indirect,0.0,thailand,0.0,respects,0.0,disapprove,0.0,bakayaro,0.0,papasan,0.0,bakayaro,0.0,bdrm,0.0,capuchin,0.0,flotsam,0.0,disapprove,0.0,preform,0.0,resell,0.0,shot,0.002,generations,0.0,fruit_veggie,0.0,submerse,0.0,acoustic,0.0,polygamy,0.0,thailand,0.0,opulence,0.0,polygamy,0.0,tentacle,0.0,opulence,0.0,brain,0.002,closeminde,0.0
80,counterculture,0.0,huh,0.0,polygamy,0.0,gestalt,0.0,senior,0.0,respects,0.0,romaine,0.0,gentlefrog,0.0,gentlefrog,0.0,insite,0.0,jerkoff,0.0,anthropologist,0.0,taper,0.0,huh,0.0,generations,0.0,cavalier,0.0,resell,0.0,preform,0.0,invigoration,0.0,acoustic,0.0,thailand,0.0,included,0.0,adventurer,0.0,disapprove,0.0,gentlefrog,0.0,police,0.002,fruit_veggie,0.0,nextgenlib,0.0,realist,0.0,papasan,0.0,gentlefrog,0.0,cataloging,0.0,flatulence,0.0,gentlefrog,0.0,polygamy,0.0,resell,0.0,mouth,0.002,photocopier,0.0
81,huh,0.0,captiavate,0.0,gentlefrog,0.0,invigoration,0.0,arrow,0.0,insite,0.0,esp,0.0,invigoration,0.0,sooooooon,0.0,adventurer,0.0,knick_knack,0.0,bronchitis,0.0,preform,0.0,included,0.0,fruit_veggie,0.0,gird,0.0,esp,0.0,taxidermy,0.0,jerkoff,0.0,papasan,0.0,huh,0.0,polygamy,0.0,hangnail,0.0,cavalier,0.0,invigoration,0.0,family,0.002,knick_knack,0.0,polygamy,0.0,counterculture,0.0,flatulence,0.0,invigoration,0.0,included,0.0,insite,0.0,gestalt,0.0,gentlefrog,0.0,kiddikin,0.0,wanna,0.002,signage,0.0
82,included,0.0,polygamy,0.0,invigoration,0.0,jerkoff,0.0,actress,0.0,crystallize,0.0,acoustic,0.0,jerkoff,0.0,jerkoff,0.0,southside,0.0,scraper,0.0,counterculture,0.0,disapprove,0.0,polygamy,0.0,bakayaro,0.0,flotsam,0.0,polygamy,0.0,closeminde,0.0,knick_knack,0.0,flatulence,0.0,included,0.0,gentlefrog,0.0,gird,0.0,adventurer,0.0,jerkoff,0.0,alot,0.002,scraper,0.0,taper,0.0,included,0.0,southside,0.0,jerkoff,0.0,polygamy,0.0,kvetch,0.0,jerkoff,0.0,invigoration,0.0,bdrm,0.0,cousin,0.002,erotica,0.0
83,polygamy,0.0,gentlefrog,0.0,jerkoff,0.0,knick_knack,0.0,ethic,0.0,foreground,0.0,flatulence,0.0,sooooooon,0.0,knick_knack,0.0,capuchin,0.0,insite,0.0,realist,0.0,cavalier,0.0,gentlefrog,0.0,laundrymat,0.0,memorium,0.0,submerse,0.0,disapprove,0.0,scraper,0.0,esp,0.0,polygamy,0.0,invigoration,0.0,supervillain,0.0,nextgenlib,0.0,knick_knack,0.0,doctor,0.002,insite,0.0,indirect,0.0,polygamy,0.0,indirect,0.0,knick_knack,0.0,gentlefrog,0.0,generations,0.0,knick_knack,0.0,jerkoff,0.0,fruit_veggie,0.0,fall,0.002,sasquatch,0.0
84,enquiry,0.0,invigoration,0.0,brokerage,0.0,scraper,0.0,acting,0.0,hangnail,0.0,bakayaro,0.0,scraper,0.0,scraper,0.0,thailand,0.0,crystallize,0.0,submerse,0.0,adventurer,0.0,invigoration,0.0,resell,0.0,anthropologist,0.0,counterculture,0.0,cavalier,0.0,siding,0.0,invitations,0.0,gentlefrog,0.0,jerkoff,0.0,sean,0.0,supervillain,0.0,scraper,0.0,trouble,0.002,crystallize,0.0,gentlefrog,0.0,gentlefrog,0.0,esp,0.0,scraper,0.0,invigoration,0.0,foreground,0.0,scraper,0.0,knick_knack,0.0,generations,0.0,raise,0.002,capuchin,0.0
85,invigoration,0.0,jerkoff,0.0,scraper,0.0,insite,0.0,goodnight,0.0,gird,0.0,fruit_veggie,0.0,insite,0.0,insite,0.0,indirect,0.0,foreground,0.0,esp,0.0,nextgenlib,0.0,jerkoff,0.0,esp,0.0,bronchitis,0.0,bronchitis,0.0,sooooooon,0.0,crystallize,0.0,southside,0.0,invigoration,0.0,knick_knack,0.0,anthropologist,0.0,memorium,0.0,years,0.0,beginning,0.002,foreground,0.0,invigoration,0.0,invigoration,0.0,resell,0.0,insite,0.0,jerkoff,0.0,hangnail,0.0,insite,0.0,scraper,0.0,tentacle,0.0,message,0.002,thailand,0.0
86,jerkoff,0.0,knick_knack,0.0,insite,0.0,crystallize,0.0,figure,0.0,supervillain,0.0,generations,0.0,crystallize,0.0,crystallize,0.0,taper,0.0,hangnail,0.0,silvering,0.0,kvetch,0.0,knick_knack,0.0,papasan,0.0,counterculture,0.0,anthropologist,0.0,adventurer,0.0,foreground,0.0,indirect,0.0,jerkoff,0.0,scraper,0.0,bronchitis,0.0,anthropologist,0.0,crystallize,0.0,shut,0.002,hangnail,0.0,jerkoff,0.0,colleage,0.0,bakayaro,0.0,crystallize,0.0,knick_knack,0.0,gird,0.0,crystallize,0.0,insite,0.0,kvetch,0.0,none,0.002,huh,0.0
